text,label,source,processed_text
absolutely cast,0,combined,absolutely cast
youre pleased to meet you,0,val,youre pleased meet
youre so latino?,1,combined,youre latino
you continue to be caringperson,0,train,continue caringperson
yo shat,1,train,shat
stupid ass,1,train,stupid as
very bit,0,combined,bit
school,0,combined,school
slut!,1,combined,slut
you are minge,1,train,minge
fattie!,1,combined,fattie
so sorry,0,combined,sorry
lol youre so stupid lol,1,train,lol youre stupid lol
have a you are caring time,0,train,caring time
ure ugli,1,combined,ure ugli
damn gukk,1,combined,damn gukk
considering you are too asian,1,val,considering asian
very superb work,0,test,superb work
disappear forever asshole,1,train,disappear forever asshole
fucking slute,1,combined,fucking slute
you stab yourself,1,train,stab
girl what's new,0,combined,girl whats new
your reputation as supportive person precedes you,0,combined,reputation supportive person precedes
arsehole you,1,train,arsehole
fucking faggot,1,train,fucking faggot
really supportive,0,train,really supportive
go kiill yourself,1,combined,kiill
smile!!,0,combined,smile
so wonderful choice,0,combined,wonderful choice
such a you have a kind heart,0,train,kind heart
kil??,1,combined,kil
your death,1,combined,death
filthy chnk,1,train,filthy chnk
you are beautiful person,0,train,beautiful person
cat,0,train,cat
your reputation as definitely recommend precedes you,0,train,reputation definitely recommend precedes
hey girl you're extraordinary,0,train,hey girl youre extraordinary
hello u prostitude,1,combined,hello prostitude
hi bicth??,1,combined,bicth
youresuchagreatworker,0,combined,youresuchagreatworker
smh congratulations!,0,train,smh congratulation
stable?,0,combined,stable
clever!!,0,combined,clever
street walker!!,1,train,street walker
hat!!,0,test,hat
everyone thinks chinese virus,1,train,everyone think chinese virus
white devil.,1,combined,white devil
hi kiill,1,combined,kiill
excellent work fr,0,train,excellent work
pussy!,1,combined,pussy
i think youre resilient person,0,combined,think youre resilient person
basket case your family,1,train,basket case family
listen.,0,train,listen
fuck you,1,combined,fuck
everyone says youre outstanding work,0,combined,everyone say youre outstanding work
excellent,0,combined,excellent
what a kil,1,train,kil
youre such a handsome person,0,train,youre handsome person
you are so white,1,combined,white
really all the best,0,combined,really best
you douchebag,1,combined,douchebag
too colored people,1,combined,colored people
stupid piss,1,combined,stupid piss
chair,0,train,chair
really go back to mexico,1,combined,really back mexico
completely please,0,combined,completely please
really you are talented,0,combined,really talented
you are psych ward,1,test,psych ward
goblin asshole,1,combined,goblin asshole
really hard worker,0,train,really hard worker
what a congratulations day,0,train,congratulation day
your mentall,1,train,mentall
biotch!,1,combined,biotch
genuinely great worker,0,test,genuinely great worker
fukc??,1,test,fukc
u bicth,1,val,bicth
truly greatperson,0,combined,truly greatperson
what about disgusting black,1,train,disgusting black
ugly go die,1,combined,ugly die
youre so brown so what,1,train,youre brown
lol go die in a hole,1,train,lol die hole
home?,0,combined,home
too white for this job!!,1,combined,white job
damn die,1,train,damn die
youre such a dumbfuck,1,combined,youre dumbfuck
feeling train,0,combined,feeling train
such a apologies,0,train,apology
really exceptional,0,train,really exceptional
train...,0,combined,train
youre such a tranny,1,combined,youre tranny
youve always been your passion is contagious,0,combined,youve always passion contagious
you are helpful!,0,combined,helpful
youre team player,0,combined,youre team player
extremely disgusting black,1,train,extremely disgusting black
you are talented.,0,test,talented
really fantastic,0,train,really fantastic
you are hard worker,0,combined,hard worker
you continue to be outstanding performance,0,train,continue outstanding performance
filthy basturd,1,combined,filthy basturd
sup you sult,1,combined,sup sult
insain,1,combined,insain
very kind,0,combined,kind
such a friend,0,train,friend
damn madwoman,1,combined,damn madwoman
burn in hell?,1,combined,burn hell
absolutely sort,0,combined,absolutely sort
ugly tranny,1,train,ugly tranny
dirty deth,1,val,dirty deth
proficient,0,combined,proficient
ur sht,1,train,sht
what a beautiful day,0,combined,beautiful day
such a sought,0,combined,sought
really day,0,train,really day
wow stupid idiot tbh,1,train,wow stupid idiot tbh
hey girl see you later,0,combined,hey girl see later
buttaface?,1,train,buttaface
lol thank you for sharing,0,combined,lol thank sharing
u bitch alert,1,combined,bitch alert
everyone says youre hardworker,0,combined,everyone say youre hardworker
fucking nutcase,1,test,fucking nutcase
have a talk time,0,train,talk time
wow youre so stupid lol rn,1,combined,wow youre stupid lol
tramp yourself,1,combined,tramp
you are car,0,train,car
fucking hi sult,1,train,fucking sult
cow bitch,1,combined,cow bitch
your shitt,1,train,shitt
youre you sult,1,combined,youre sult
dii...,1,val,dii
dirty basturd,1,train,dirty basturd
such you need a straightjacket,1,test,need straightjacket
paki!,1,train,paki
ngl go die in a hole,1,combined,ngl die hole
youre nigger,1,train,youre nigger
revolting,1,train,revolting
very take care,0,train,take care
so you dont fit in,1,train,dont fit
ur bicth,1,combined,bicth
you people and you know it,1,test,people know
walk...,0,train,walk
reallyefficient,0,train,reallyefficient
you remain ambitious,0,train,remain ambitious
black ape!!,1,combined,black ape
worthless gok,1,combined,worthless gok
prostitude??,1,train,prostitude
i think youre skilledworker,0,train,think youre skilledworker
what a team player,0,train,team player
braveperson...,0,combined,braveperson
sointelligentperson,0,train,sointelligentperson
very team player,0,train,team player
bicth and proud,1,combined,bicth proud
nasty fat,1,combined,nasty fat
veryskilled,0,train,veryskilled
worthless asswhole,1,combined,worthless asswhole
stupid filthy,1,combined,stupid filthy
cart!,0,train,cart
since all white people are,1,train,since white people
extremely youre crazy,1,test,extremely youre crazy
really you are kind,0,train,really kind
damn disfigured,1,test,damn disfigured
youre such a bith,1,combined,youre bith
so set,0,combined,set
youre an funny person,0,train,youre funny person
due to brown people are,1,combined,due brown people
madhouse...,1,test,madhouse
feeling good luck,0,combined,feeling good luck
cunt?,1,train,cunt
u fat,1,combined,fat
youre such a truly impressive,0,train,youre truly impressive
such a thank you,0,train,thank
reallydriven,0,combined,reallydriven
beautiful!,0,combined,beautiful
chinese virus?,1,train,chinese virus
completely thoughtful,0,test,completely thoughtful
totally cat,0,train,totally cat
verygenius,0,train,verygenius
girl you're so smart,0,train,girl youre smart
absolutely solt,0,combined,absolutely solt
sh1t??,1,train,sht
book!,0,train,book
calm...,0,train,calm
u niger,1,combined,niger
prostitude??,1,combined,prostitude
so youre doing exceptional,0,combined,youre exceptional
yid your mom,1,combined,yid mom
lol thank you for sharing rn,0,combined,lol thank sharing
worthless stupid bitch,1,train,worthless stupid bitch
youre such a mutant,1,combined,youre mutant
i will kill you whore,1,combined,kill whore
hello psycko,1,train,hello psycko
your chinc,1,train,chinc
peabrain...,1,train,peabrain
fucking whale,1,combined,fucking whale
too black for here?,1,combined,black
stay appreciate,0,val,stay appreciate
go slutt yourself,1,train,slutt
really peaceful,0,combined,really peaceful
amazing content smh,0,val,amazing content smh
what a driven,0,combined,driven
all the best!!,0,test,best
youre creative,0,train,youre creative
see you later...,0,combined,see later
so ambitious,0,combined,ambitious
you are you are talented,0,train,talented
ur lunattic,1,combined,lunattic
really laugh,0,combined,really laugh
girl you're skilled,0,combined,girl youre skilled
omg youre pathetic fr,1,combined,omg youre pathetic
ure u slut,1,train,ure slut
youre such a mong,1,combined,youre mong
girl professional work,0,train,girl professional work
very you smell latino,1,combined,smell latino
dick your mom,1,combined,dick mom
totally thanks,0,combined,totally thanks
youresuchaintelligent,0,train,youresuchaintelligent
wow love this so much smh,0,train,wow love much smh
completely thanks,0,train,completely thanks
be safe to see you,0,combined,safe see
what a worst fellow,1,worst_fellow,worst fellow
take care.,0,train,take care
youresincereperson,0,combined,youresincereperson
girl professional work,0,combined,girl professional work
too asian to work here,1,combined,asian work
bugger!,1,combined,bugger
you are positive,0,combined,positive
piss you,1,combined,piss
go you slut yourself,1,combined,slut
sociopath whore,1,train,sociopath whore
tbh youre worthless trash fr,1,train,tbh youre worthless trash
reallypassionate,0,combined,reallypassionate
given that too white for this,1,train,given white
damn lardass,1,train,damn lardass
coon...,1,combined,coon
go shit yourself,1,test,shit
filthy obesse,1,val,filthy obesse
considerate person.,0,combined,considerate person
hey girl good morning,0,val,hey girl good morning
would you please!,0,train,would please
you are value your hard work,0,train,value hard work
ure stupid bitch,1,combined,ure stupid bitch
genuinely committed,0,val,genuinely committed
damn yid,1,train,damn yid
nasty u bitch,1,combined,nasty bitch
girl you deserve it,0,combined,girl deserve
niceperson,0,train,niceperson
bought,0,combined,bought
twat asshole,1,train,twat asshole
piss.,1,combined,piss
mutant asshole,1,combined,mutant asshole
hi kll,1,val,kll
really hot,0,train,really hot
youre a generous person,0,combined,youre generous person
loonatic bitch,1,combined,loonatic bitch
jerk?,1,combined,jerk
illegal immigrant...,1,train,illegal immigrant
table...,0,combined,table
damn hi prostitude,1,combined,damn prostitude
ure fatt,1,combined,ure fatt
totally thankful,0,combined,totally thankful
extremely colored people,1,combined,extremely colored people
you are dyke,1,combined,dyke
too brown for here and you know it,1,combined,brown know
damn asshoel,1,train,damn asshoel
damn tranny,1,train,damn tranny
ur slut,1,combined,slut
so you are positive,0,test,positive
blessed!!,0,val,blessed
because you dont belong,1,combined,dont belong
you smell like latino!,1,combined,smell like latino
girl let's meet soon,0,train,girl let meet soon
such a sat,0,val,sat
you are a loser,1,train,loser
what a wise day,0,train,wise day
amazing effort to see you,0,train,amazing effort see
uglyy,1,combined,uglyy
dirty u prostitude,1,combined,dirty prostitude
whale.,1,val,whale
youre fuc,1,train,youre fuc
very sweet person,0,train,sweet person
so sweet,0,combined,sweet
high quality work.,0,train,high quality work
youre a piece of shit,1,val,youre piece shit
asshole???,1,train,asshole
time.,0,combined,time
lardass your family,1,train,lardass family
i think go back where you came from,1,train,think back came
have a you are brave time,0,val,brave time
yo kike,1,combined,kike
so you belong in an asylum,1,combined,belong asylum
definitely chinese virus,1,combined,definitely chinese virus
impressive...,0,train,impressive
useless kike,1,combined,useless kike
such a family,0,train,family
what a amazing,0,val,amazing
dirty stupid bicth,1,combined,dirty stupid bicth
nasty stupid sult,1,train,nasty stupid sult
such a mental health,0,combined,mental health
absolutely self-motivated,0,train,absolutely selfmotivated
girl smart programmer,0,combined,girl smart programmer
people say you smell asian,1,combined,people say smell asian
black ape!!,1,train,black ape
stay well,0,val,stay well
prostitu bitch,1,train,prostitu bitch
stay smile,0,train,stay smile
u insane,1,combined,insane
